14	15	64	16	4	12	8808845	5750	7669859	22,8662	0,999801	0,00945504	22,8568	0,00492583	0,0049512	5830	7542159	22,7295	0,994875	0,00960722	22,7199	36,2186
14	15	128	8	16	12	8808845	7270	7669859	22,8657	0,999778	0,0126434	22,8531	0,00490303	0,00492829	7288	7542159	22,7295	0,994875	0,0126787	22,7168	44,4954
14	15	128	16	8	12	8808845	7247	7669859	22,8657	0,999779	0,0125982	22,8531	0,0049035	0,00492876	7288	7542159	22,7295	0,994875	0,0126787	22,7168	37,1453
14	15	256	16	16	12	8808845	9586	7669859	22,865	0,999748	0,0176092	22,8474	0,00487275	0,00489785	9618	7542159	22,7295	0,994875	0,017673	22,7118	44,2021
14	15	512	32	16	12	8808845	13400	7669859	22,864	0,999703	0,0259087	22,8381	0,00482785	0,00485271	13437	7542159	22,7295	0,994875	0,0259837	22,7035	44,1358
14	15	1024	32	32	12	8808845	19819	7669859	22,8624	0,999635	0,0400591	22,8224	0,00475954	0,00478405	19869	7542159	22,7295	0,994875	0,0401619	22,6893	53,1573
14	15	1024	64	16	12	8808845	19794	7669859	22,8624	0,999635	0,0400077	22,8224	0,00475995	0,00478447	19869	7542159	22,7295	0,994875	0,0401619	22,6893	43,3017
14	15	2048	64	32	12	8808845	30602	7669859	22,8601	0,999532	0,064138	22,7959	0,00465686	0,00468085	30666	7542159	22,7295	0,994875	0,0642715	22,6652	56,094
15	10	32	8	4	12	11584384	13452	967092	19,8777	0,999717	0,0158318	19,8618	0,0320417	0,033112	13493	953971	19,2215	0,967675	0,0158821	19,2056	27,4879
15	10	64	8	8	12	11584384	20447	967092	19,876	0,999631	0,0253074	19,8506	0,0319558	0,0330232	20498	953971	19,2215	0,967675	0,0253704	19,1961	28,2194
15	10	64	16	4	12	11584384	20319	967092	19,876	0,999633	0,0251493	19,8509	0,0319581	0,0330256	20498	953971	19,2215	0,967675	0,0253704	19,1961	26,6431
