10	10	512	32	16	12	3	12	20094845	13434814	838793	713413	19,1283	0,983746	-0,811715	-18,3166	0,0620765	264841	720403	18,0233	0,926248	-0,288429	-17,7349	17,4679
10	10	1024	32	32	12	3	12	20094845	13434814	1676425	713413	18,807	0,967221	-1,62246	-17,1845	0,0442353	456866	720403	18,0233	0,926248	-0,504643	-17,5187	30,8728
10	10	2048	64	32	12	3	12	20094845	13434814	3351657	713413	18,145	0,933176	-3,24391	-14,9011	0,00747958	779536	720403	18,0233	0,926248	-0,873971	-17,1494	31,7674
10	15	64	16	4	12	3	12	20596923	13434809	108172	11268484	23,353	0,996894	-0,104303	-23,2487	0,00199969	5461	11426941	23,3265	0,994905	-0,00637156	-23,3201	6,18669
10	15	128	16	8	12	3	12	20596923	13434809	215501	11268484	23,2809	0,993814	-0,207901	-23,073	0,00109687	7952	11426941	23,3265	0,994905	-0,00978237	-23,3167	9,53277
10	15	256	16	16	12	3	12	20596923	13434809	430157	11268484	23,1362	0,98764	-0,415096	-22,7212	0,00730199	11917	11426941	23,3265	0,994905	-0,0153072	-23,3112	17,7953
12	10	512	32	16	12	3	12	10880464	7225550	454183	803092	19,2858	0,983206	-0,816635	-18,4691	0,0468553	146204	804268	18,4246	0,939199	-0,295423	-18,1291	9,5778
12	10	1024	32	32	12	3	12	10880464	7225550	907952	803092	18,9508	0,966127	-1,63261	-17,3182	0,0286708	248285	804268	18,4246	0,939199	-0,509353	-17,9152	18,7539
12	10	2048	64	32	12	3	12	10880464	7225550	1815216	803092	18,2613	0,930978	-3,26412	-14,9972	0,00875315	411396	804268	18,4246	0,939199	-0,858477	-17,5661	17,6054
12	15	64	16	4	12	3	12	11088843	7225545	57856	6605200	22,5891	0,997082	-0,103809	-22,4853	0,000597263	1101	6688485	22,6206	0,997678	-0,00284556	-22,6178	3,52922
12	15	128	16	8	12	3	12	11088843	7225545	115712	6605200	22,5229	0,99416	-0,207617	-22,3153	0,00352596	2088	6688485	22,6206	0,997678	-0,00541868	-22,6152	5,28786
12	15	256	16	16	12	3	12	11088843	7225545	231414	6605200	22,3902	0,988305	-0,415219	-21,975	0,00939524	3797	6688485	22,6206	0,997678	-0,00992104	-22,6107	12,7228
19	10	512	32	16	12	3	12	23868729	16040657	996047	761666	19,2192	0,983642	-0,807818	-18,4114	0,0678096	486914	773226	18,0187	0,921177	-0,424501	-17,5942	22,0699
19	10	1024	32	32	12	3	12	23868729	16040657	1990907	761666	18,8943	0,967012	-1,61478	-17,2795	0,0497566	799012	773226	18,0187	0,921177	-0,710125	-17,3086	36,6715
19	10	2048	64	32	12	3	12	23868729	16040657	3980539	761666	18,2253	0,932774	-3,22864	-14,9966	0,0125889	1279518	773226	18,0187	0,921177	-1,16115	-16,8576	37,0482
19	15	64	16	4	12	3	12	24598705	16040652	128305	13276021	23,5882	0,99687	-0,103712	-23,4845	0,00342518	4763	13256022	23,5056	0,993467	-0,00525066	-23,5003	7,05713
19	15	128	16	8	12	3	12	24598705	16040652	256521	13276021	23,5141	0,993738	-0,20736	-23,3068	0,000272863	7434	13256022	23,5056	0,993467	-0,00833816	-23,4972	11,0099
19	15	256	16	16	12	3	12	24598705	16040652	512905	13276021	23,3657	0,987464	-0,414621	-22,9511	0,00604238	11440	13256022	23,5056	0,993467	-0,0130741	-23,4925	20,2742
29	10	512	32	16	12	3	12	21488509	14557580	909484	752321	19,1998	0,983547	-0,812049	-18,3878	0,0801109	575988	764934	17,7976	0,910598	-0,537625	-17,26	21,1528
