10 | 83	10	128	16	8	12	3	12	13434814	7407494	866721	351457	19,6495	0,996164	-0,233044	-19,4165	19,3655	0,995943	19,3899	0,994721	0,521395	0,271852	11,797
10 | 83	10	256	16	16	12	3	12	13434814	7407494	866721	674597	19,5814	0,992712	-0,449163	-19,1323	19,2868	0,991895	19,312	0,990722	0,531116	0,282085	30,4356
10 | 83	10	512	32	16	12	3	12	13434814	7407494	866721	1319574	19,4446	0,985776	-0,880697	-18,5639	19,1283	0,983746	19,1561	0,982727	0,549936	0,302429	27,6517
10 | 83	10	1024	64	16	12	3	12	13434814	7407494	866721	2609308	19,1665	0,971674	-1,74341	-17,4231	18,807	0,967221	18,8403	0,966526	0,585505	0,342816	29,3811
10 | 83	10	2048	64	32	12	3	12	13434814	7407494	866721	5188563	18,5883	0,942361	-3,4659	-15,1224	18,145	0,933176	18,1903	0,933182	0,648534	0,420596	47,6298
12 | 33	10	128	16	8	12	3	12	7225550	7115412	889470	227364	19,6931	0,996484	-0,221345	-19,4718	19,5334	0,995827	19,3846	0,99582	0,483877	0,234137	8,59539
12 | 33	10	256	16	16	12	3	12	7225550	7115412	889470	450855	19,625	0,993036	-0,439447	-19,1855	19,4512	0,991638	19,3064	0,991805	0,496149	0,246164	18,2808
12 | 33	10	512	32	16	12	3	12	7225550	7115412	889470	897813	19,4872	0,986064	-0,875161	-18,612	19,2858	0,983206	19,1491	0,983722	0,51937	0,269745	17,7056
12 | 33	10	1024	64	16	12	3	12	7225550	7115412	889470	1791069	19,2073	0,9719	-1,74588	-17,4614	18,9508	0,966127	18,8303	0,967346	0,562784	0,316726	18,561
12 | 33	10	2048	64	32	12	3	12	7225550	7115412	889470	3576928	18,6258	0,942478	-3,48422	-15,1416	18,2613	0,930978	18,1741	0,933638	0,638808	0,408076	32,0566
19 | 10	10	128	16	8	12	3	12	16040657	13434814	843854	460110	19,6197	0,996599	-0,218223	-19,4015	19,4592	0,995925	19,3655	0,995943	0,455353	0,207346	17,9248
19 | 10	10	256	16	16	12	3	12	16040657	13434814	843854	918416	19,553	0,993211	-0,435932	-19,117	19,3795	0,991848	19,2868	0,991895	0,468861	0,219831	38,9418
19 | 10	10	512	32	16	12	3	12	16040657	13434814	843854	1834840	19,4183	0,98637	-0,871028	-18,5473	19,2192	0,983642	19,1283	0,983746	0,494519	0,244549	37,3966
19 | 10	10	1024	64	16	12	3	12	16040657	13434814	843854	3667332	19,1445	0,972461	-1,74095	-17,4035	18,8943	0,967012	18,807	0,967221	0,542082	0,293853	39,8309
19 | 10	10	2048	64	32	12	3	12	16040657	13434814	843854	7332196	18,5744	0,943505	-3,4776	-15,0968	18,2253	0,932774	18,145	0,933176	0,623924	0,389281	67,8865
19 | 29	10	128	16	8	12	3	12	16040657	14557580	858160	488107	19,6395	0,99638	-0,220462	-19,4191	19,4592	0,995925	19,4361	0,995652	0,438058	0,191895	17,5979
19 | 29	10	256	16	16	12	3	12	16040657	14557580	858160	960690	19,5724	0,992972	-0,436172	-19,1362	19,3795	0,991848	19,3576	0,991633	0,451413	0,203774	38,3908
19 | 29	10	512	32	16	12	3	12	16040657	14557580	858160	1905531	19,4364	0,986075	-0,866854	-18,5696	19,2192	0,983642	19,1998	0,983547	0,476357	0,226916	38,3318
19 | 29	10	1024	64	16	12	3	12	16040657	14557580	858160	3794535	19,162	0,972155	-1,72971	-17,4323	18,8943	0,967012	18,8799	0,967161	0,524345	0,274937	38,5776
19 | 29	10	2048	64	32	12	3	12	16040657	14557580	858160	7572092	18,5928	0,943274	-3,45363	-15,1391	18,2253	0,932774	18,2216	0,933438	0,607708	0,369309	73,5576
19 | 40	10	128	16	8	12	3	12	16040657	13473535	963512	461709	19,8078	0,996474	-0,218666	-19,5892	19,4592	0,995925	19,7442	0,995696	0,454042	0,206154	18,7715
19 | 40	10	256	16	16	12	3	12	16040657	13473535	963512	922617	19,7377	0,992944	-0,437113	-19,3006	19,3795	0,991848	19,6585	0,991375	0,467611	0,21866	38,7785
19 | 40	10	512	32	16	12	3	12	16040657	13473535	963512	1844167	19,5957	0,985803	-0,87329	-18,7224	19,2192	0,983642	19,4862	0,982683	0,493006	0,243055	37,8073
19 | 40	10	1024	64	16	12	3	12	16040657	13473535	963512	3686899	19,3085	0,971353	-1,74659	-17,5619	18,8943	0,967012	19,1369	0,965069	0,541235	0,292936	38,0282
19 | 40	10	2048	64	32	12	3	12	16040657	13473535	963512	7372270	18,7128	0,941383	-3,49131	-15,2214	18,2253	0,932774	18,4185	0,928841	0,625187	0,390858	68,4818
19 | 62	10	128	16	8	12	3	12	16040657	6918757	881189	359162	19,6794	0,996472	-0,217083	-19,4623	19,4592	0,995925	19,4647	0,995824	0,466363	0,217495	13,9935
19 | 62	10	256	16	16	12	3	12	16040657	6918757	881189	716547	19,61	0,992955	-0,433314	-19,1766	19,3795	0,991848	19,3837	0,991684	0,477839	0,22833	29,5812
